Tweet,Sentimen
"@yulianajoviant @PLindungi Halo kak, maaf mau tanya udah dapat solusi belum? Mau info kak, punyaku juga sama kaya gitu. Semalem coba telpon ke 119 bisa dibuatkan tiket vaksin baru untuk diinput di faskes tempat vaksinasi. Mungkin kakak bisa coba",Negatif
"Peduli Lindungi:
1. Aplikasi tanpa privasi
2. Sertifikat vaksin dicari keluarnya pendaftaran vaksin",Netral
"RT @DrAmalinaBakri: Kepada ibu mengandung, saya mengalakkan anda utk dapatkan COVID vaksin secepat mungkin. Kajian menunjukkan, mereka yg m…",Positif
"RT @sep_colin: Luhut Menggila Ibadah Pakai Kartu Vaksin..
Sebenarnya Luhut ini org apa robot sih.?! 

Kasihan sama wanita yg MELAHIRkannya,…",Netral
"@hu4ngxux1i sama, aku juga belom vaksin sama sekali",Netral
BPK Penabur Dan Kodim 0614 Gelar Vaksin https://t.co/iPXr1Dq1Yc,Netral
@convomf dibangunin jam 5 buat daftar vaksin,Netral
RT @_aishahsha: Hari ke 4 vaksin 2nd dose lengan kiri still bengkak yee. Alhamdulillah takde demam. Cuma rasa seram sejuk je. Sama mcm firs…,Negatif
"pagii, hari ini akhirnya aku vaksin yeyy 🤸‍♀",Netral
"@KemenkesRI Ada Kasus Warga telah menerima Vaksin Pertama pada tgl 1 agustus 2021 tetapi sampai hari ini 15 hari Warga tersebut blm mendapatkan Sertifikat Vaksin, dan sudah hub 119 ext 9 , infonya data warga tsb blm di input oleh tim yg melakukan Vaksin,  kasus seperti ini Solusinya apa ya?",Positif
"RT @detikcom: Vaksin Moderna mulai disuntikkan untuk umum, namun belum banyak informasi tentang lokasi penyuntikan vaksin mRNA asal AS ini.…",Negatif
Dengan dimaksimalkannya dropping vaksin ini diharapkan vaksinasi daerah yang padat karya bisa semakin dimasifkan.,Negatif
Vaksin tak percaya. Iphone 12 rm750 percaya pulak,Negatif
"RT @waniardy: BRAIN FOG SEBAB COVID
BUKAN SEBAB VAKSIN

Jom belajar. Ini pengalaman brain fog saya setelah 1.5 bulan sembuh dari Covid19 po…",Netral
"@tubirfess tau knp mrk ngmg gt? krn pemerintah ANEH ngejadiin sertifikat vaksin jd SYARAT administrasi, even ngemall. kl niatny mau NGAJAK masyarakat vaksin, GA ky gt caranya. tinggal sosialisasi aja, sosialisasi loh ya bkn pemaksaan :) makanya gausah heran kl byk org palsuin sertif vaksin.",Negatif
Jerinx SID: Saya Belum Bisa Memenuhi Syarat untuk Vaksin https://t.co/mzYE293j9i https://t.co/705idlL3fa,Netral
"Daya Tahan Tubuh Lemah, Bisa Dapat Vaksin Dosis Tiga https://t.co/cAAs9t1hBI",Negatif
Jerinx SID: Saya Belum Bisa Memenuhi Syarat untuk Vaksin https://t.co/wt2hj89uC7 https://t.co/DuZqJaCqfI,Netral
Jerinx SID: Saya Belum Bisa Memenuhi Syarat untuk Vaksin https://t.co/nhA7bGX3XJ https://t.co/enOg78efre,Netral
"14 jam post vaksin Moderna :
- dari semalem area bekas suntikan pegel banget, dan berat rasanya.
- pagi ini badan mulai agak sumeng.
Sisanya masih aman. We’ll see.. 🙃",Netral
@liyanaahisham alhamdulillah. next week baru nak vaksin 1st dose yana. lambat pulak dapat🤣,Positif
Abis vaksin astra malemnya langsung meriang ga bisa tidur 😭😭 badan gua semua gemeteran,Netral
"@Iqanadir Aku daftar bulan 2 iqa, baru baru ni je baru dapat tarikh vaksin. Kawan aku baru daftar bulan mei, semalam dia dah selamat vaksin huhu. Apa apa pun, semoga kau cepat dapat tarikh vaksin &amp; jauhi antivaksin, dekati saya! 😝",Positif
Kemenkes Tegaskan Vaksin Moderna Hanya untuk Booster Nakes dan Publik yang Belum Pernah Menerima Vaksin COVID-19 - https://t.co/oH5M6IbUd7,Netral
RT @SabahOnBorneo: Bayangkan dalam satu keluarga belum ada yang kena vaksin dan masih menunggu. Tidak boleh masuk supermarket walaupun low…,Netral
"Mulai pagi, vaksin ke 2 . Deg degan lagi ya allah",Netral
"RT @rizkynandaaa__: Menjelang 17an 2019 lombanya baris berbaris anter regu
Menjelang 17an 2021 lombanya baris yang rapih antre vaksin",Netral
"Yuk kita simak mengapa harus pakai masker setelah vaksin.

Selalu ikuti protokol kesehatan demi mencegah penyebaran Covid 19.

@rasirosakorlantas
@roadsafety_policing
@irsmm.id
@dikmaslantaspolri
@humaspolresgianyar
@humaspolda_bali
@ditlantas.poldabali
@punapigianyar https://t.co/kS1iJCResN",Netral
"@moiherny Maaf Moi sudah  di vaksin .. 
      Apakah rakyat nya  patuh semua di vaksin ...",Negatif
"Ass wwb Salam sehat semua.
Allah tidak membebani seseorang melainkan sesuai dengan kesanggupannya, ia mendapat pahala ( dari kebajikan) yg diusahakannya dan ia mendapat siksa ( dari kejahatannya) yg dikerjakannya
Wass vaksin lebih baik.",Netral
Kemarin vaksin kedua bawaannya ngantuk lapar dah,Netral
"RT @BesseHidayah: @FKadrun Kebayang kalo varian virus bermutasi 1000 kali apa kita kudu di vaksin 1000 kali juga????
Gileeeee bisa ancurrrr…",Netral
"Fak, jadwal bentrok lagi (vaksin+ ujian)",Netral
@null 4.6 bilion dos vaksin COVID-19 didaftar di seluruh dunia Menurut data Johns Hopk  https://t.co/ZIRwonH44a,Netral
@DKIJakarta ini mau vaksin ke 2 dimanapun gak bisa daftar dgn app JAKI. Dr jak-sel s/d kep. Seribu kuota sdh penuh. Gimana mo vaksin ??? https://t.co/qwNAUC1tPa https://t.co/bmDcW8aGoS,Positif
@HikamAtthar Perusahaan hanya kasih 2 opsi RESIGN atau Vaksin.,Netral
@hu4ngxux1i Oalah.. gue dh selesai vaksin baru inget..,Positif
"@nabilfikran10 Lebih okay video macam ni berbanding video vaksin, 5g ape segala jenis merepek",Positif
"@a11ister_ @theanisayuni mmg btl tgu mysj, but kalau due date dh dekat better carik mana2 ppv try luck walkin tanya kkm staff..mcm kemarin sy try luck, xsangka pula boleh …staff ppv tu sgt mmbntu..for this weeks sy dgr area kota kinabalu &amp; sekitar distribute az vaksin.xpasti daerah lain",Negatif
jog aku kan mau vaksin tapi di ktp udah 18tahun sedangkan aku aslinya 18tahunnya masih besok november. terus kalo gini pake vaksin astra apa sinovac ya? terima kasih,Positif
@AmeriaFirdauzy Pagi kak. Saat ini bagi Pelanggan ingin menggunakan layanan Transjakarta cukup menunjukan Sertifikat vaksin (baik berupa print out ataupun melalui aplikasi pedulilindungi pada ponsel). Terima kasih ^RSN,Netral
RT @jogmfs: Info vaksin nih guis https://t.co/v38Z9CTXO9,Netral
"@fmuchtar_ Gw mau lanjutin ah ke kelurahan. 10 kelurahan terbaik dan terendah. Kalo kelurahan lu masuk, bantu promo vaksin pak hahaha",Positif
"RT @behindcovid19: Vaksin bekerja, lalu mengapa kematian Covid-19 44 kali lebih tinggi dari tahun lalu tahun ini, dan mengapa 75% dari kema…",Positif
Oleh sebab itu Khofifah berharap dropping vaksin bagi naker (tenaga kerja) di sektor industri bisa dimaksimalkan.,Netral
"pagie, pagie ini sy vaksin😮",Netral
"RT @ociiiin_: @e100ss ngebut vaksin sih ok, cuma juga harus merhatiin protokol. Apalagi ini kan lagi masa PPKM. Hari ini lihat vaksin di la…",Positif
@diru_saputra Sebenernya kenapa gak mau Vaksin kak? Saya pengen tau aja,Netral
Setelah vaksin kedua rasanya cuman ngantukkkk tp ngga pegel,Netral
"Gue kalau di vaksin bayangin renjun yg nyuntik ,biar ga tegang",Positif
"Tadi pagi dibandara, pas check-in ada bapak bapak yang udah tua telat boarding dan terancam tiketnya hangus. Terus bapaknya juga mungkin kurang paham cara checkinnya karna sekarang harus validasi vaksin dan PCR dulu",Negatif
"Berdoa dan berusaha kunci utama mencapai suatu tunuan

Vaksin Tuntaskan Pandemi https://t.co/kk9O2N8rvb",Positif
RT @drpriono1: Maksudnya @KADIN_Indonesia akan menyumbang kebutuhan vaksin penguat pada rakyat Indonesia.,Netral
"Dukunh upaya pemerintah capai herd immunity

Vaksin Tuntaskan Pandemi https://t.co/2O2JMaELxV",Positif
RT @AnyssRoselyne: Harini saya dpt info drpd seseorang bahawa post saya disebarkan dlm group telegram yg mungkin ada ramai antivax (antivak…,Positif
"Ayo vaksin agari bisa segera beribadah haji

Vaksin Tuntaskan Pandemi https://t.co/pd5fKRy06f",Positif
"Akhiri pandemi dgn vaksinasi

Vaksin Tuntaskan Pandemi https://t.co/gV9HpQl6kX",Positif
"Kamu rindu ke tanah suci? Yuk vaksin

Vaksin Tuntaskan Pandemi https://t.co/rKaCDJ4wAm",Positif
@Sadarkm Masalahnya perusahaan minta adik saya bikin surat pernyataan RESIGN kalau nggak mau vaksin.,Netral
"@cewenyaloki Kekeh banget pengen kenzler, pindah sini biar gampang nyari kenzler nya
Skrg udh ke tempat vaksin?",Positif
"Cuman pernyataan saja? kasih apa kek atau pasang baliho penghormatan atas jasa2 nakes.....
https://t.co/CyjG9Q5LNS

Puan mengatakan kepatuhan akan prokes dan ikut menjalani vaksinasi COVID-19 itu merupakan penghargaan tertinggi untuk para nakes.",Netral
"Berdoa dan berusaha kunci utama mencapai suatu tunuan

Vaksin Tuntaskan Pandemi https://t.co/inE9KZa7LC",Positif
"Dukunh upaya pemerintah capai herd immunity

Vaksin Tuntaskan Pandemi https://t.co/j8Bj6nVGqQ",Positif
kok gue langsung sakit ya abis vaksin,Netral
"Ayo vaksin agari bisa segera beribadah haji

Vaksin Tuntaskan Pandemi https://t.co/OSUUekaPIC",Positif
"Akhiri pandemi dgn vaksinasi

Vaksin Tuntaskan Pandemi https://t.co/zRqQ3bLbju",Netral
"Kamu rindu ke tanah suci? Yuk vaksin

Vaksin Tuntaskan Pandemi https://t.co/Z0RS5btkNz",Positif
Bismillah mau vaksin,Positif
"@diru_saputra Ya... Kalo ada pilihan boleh ga vaksin... Mungkin sebagian besar, orang ga mau di vaksin... Tp kl ga vaksin, kita akan kesulitan kalo tiba2 mendadak kita butuh keluar kota naik pesawat, atau kendaraan yg mewajibkan sarat setifikat paksin ini",Netral
@florieliciouss hrus nunjukin kartu vaksin ya?...tega nian,Negatif
"RT @YunienyaS: @FKadrun Sebenarnya di 62 yg rebutan ikut vaksin bkan krn prcaya vaksin itu bisa nyelamatin dari virus,tapi lebih krn pengen…",Positif
"HARI INI AKU MAU vaksin, ehehe",Netral
"RT @ceritatehfidy: Duh ih meni hararese ke mall jg harus scan barcode vaksin.
boleh si silahkan TAPI PERBANYAK TEMPAT VAKSIN NYA PLISSSSS a…",Negatif
@jogmfs aku yo sering pilek krna alergi nder tapi alhamdulilah udah vaksin D1 sm D2,Negatif
"RT @UndiSabah: Orang Sabah semua jom kita ambik vaksin! Kasitau semua orang di sekeliling kamu; family, kawan-kawan dan orang awam! COVID-1…",Netral
@SINDOnews Salah Satu alasan tdk Vaksin supaya bisa nahan diri pergi ke Mall.. giatkan kembali ke Pasar Tradisional Dan UMKM,Netral
"RT @bernamadotcom: #Vaksin : PICK akan mulakan vaksinasi remaja berusia 12 hingga 17 tahun - @Khairykj 

https://t.co/40xO9p2HoY

#LindungD…",Negatif
Qaaaaa deg-degan mau vaksin skrg disekolah,Netral
"iseng buka akun peduli lindungi....
asli akun iki gendeng 🤣🤣🤣🤣
tulisane wes tertera sudah vaksin kedua tapi pas dibuka sertifikatnya, tulisannya anda tidak memiliki sertifikat...😅😅😅 https://t.co/UjIvxisyDz",Positif
"@kochengfess Bilang aja dulu : maaf masih dedek bayi, masih nen, belum bisa dipisah. Belum disapih, nanti nunggu 3-4 bulan lagi

Setelah 3-4 bulan : maaf ini harus vaksin dulu, soalnya lagi banyak virus, kalau sakit mah nanti pusing sendiri. Mau kan nge vaksinin?",Negatif
"@1975KHAI when pakbambang said kalo vaksin mungkin ga bisa sampe ke tulang, tapi kalo sama kamu bisa sampe jebol ke sebelahnya",Negatif
"RT @Fitri26615022: Assalamualaikum wr wb
Met pagi warga TL met weekend bersama kel tercinta, tetap disiplin prokes, taati PPKM, Segera Vaks…",Positif
Hari ini vaksin ke dua...,Netral
mas leon mau pergi vaksin @xxtyml https://t.co/eINsxd0u7K,Positif
"RT @FKadrun: Singapore sudah 83% di vaksin, mengharap herd immunity? Preet  malah makin menjadi virusnya. Apa yg di harapkan dari vaksin? K…",Positif
"@rudishiteriru @diru_saputra Setelah kebijakan rapid test, pcr swab, rapid antigen, genose, vaksin apalagi kira"" ya dok?",Netral
RT @tempodotco: Top 3 Tekno Berita Kemarin: ITAGI Bicara Vaksin Covid-19 untuk Anak https://t.co/kPU8mrUc3w #TempoTekno,Positif
@loeyiepeach jgn takut!!!! dibawa santai ajaa yaa biar tensinya ga naik!!!! setelah vaksin jgn lupa istirahat dulu yaa semangat!!!,Negatif
"Mak gue ngapa susah amat siikk disuruh vaksin. Sekalinya mau, tensi nya tinggi anj",Positif
"@trans7club Rasanya aneh aja
Ada pandemi virus
Peratururan yg banyak buat masyarakat
Seharusnya vaksin dan obat obatan di buat banyak untuk masyarakat
Di ricek kembali lagi apa benar sebegitunya pandemi ini.
Cari pembasmi !!!! Seperti baygon,Hit dll",Positif
"@qronoz @amasna @KemenkesRI @ditjen_imigrasi Juga mesti bikin sertifikat vaksinasi kita diakui di luar negeri. Walau memang merek vaksin sering jadi penentu ijin masuk, minimal sertifikatnya diakui dulu.",Positif
"@bertanyarl Vaksin 1 aku enggak, udh di suntik Trs malah main2 wkwk.",Netral
"Bahkan berangkat jam 6 lebih dikit pun udah ngantri buat vaksin 2..
Yaoloooo... https://t.co/uAKOyMbnRb",Positif
"RT @Fahmibinhassan: Saya optimistik dengan keadaan di Negeri Selangor.

Kes tunjuk penurunan lagi hari ini. Cerita-cerita dari mereka di la…",Netral
@terengtengtengg Setelah vaksin jgn terlalu capek aktivitas fisik. Minum Paracetamol sama air putih yang cukup ya,Negatif
"Kepikiran belum vaksin, takut ga berangkat skd cpns",Netral
"@AT_AbdillahToha Harus pakai Kartu vaksin n Tes PCR masuk k mall

Prasyarat Hutang, yg pabila tdk dijalankan dendanya bisa dua kali at lebih dr nilai hutangny, Pemerintah dijepit g bs gerak , mmg hrs ngomong kek gitu.
 HABIS GITU RAKYAT DIKONDISIKAN UTK MEMBERONTAK
#Negara_Diijajah

SADARLAH‼️",Positif
"RT @ladymissazira: Kepada anti-vax yg berkeras taknak vaksin COVID19, sediakanlah RM 300k-RN500k untuk bayar kos hospital nanti kalau hangp…",Netral
"Pentas Wayang Kala Kancil Antre Vaksin oleh Dalang Cilik dari Karanganyar

https://t.co/apDrvdDVPO https://t.co/Arrv4h4pzm",Negatif
"RT @meccaelbernardi: lock down start Mac 2020.
vaksin 1st dos June 2021
2nd dose August 2021

latest swab test(14/8/21)
-ve

bersyukur sepa…",Negatif
"RT @visitjohor_: Settle je cucuk vaksin boleh terus claim RM5 off dekat Coffee Bean! Nanti masa nak claim, korang tunjuk je sijil digital d…",Positif
"RT @lilacfla: Harap ambik pengajaran dari abang siti sarah.

Anti covid  vaccine, percaya teori konspirasi, cakap yg terima vaksin tu tikus…",Netral
"RT @H_Bakkaniy: Wap Cengkih ❌
Air Kelapa ❌
Hidu Cuka ❌
Ivermectin ❌

Vaksin COVID-19 ✅

Dah terbukti. https://t.co/D1XBSE3FoR",Netral
Dugem di Berlin Bonus Suntik Vaksin Gratis 🔔 Malming nonton #MUNLEE https://t.co/6L1ZoPN6ue,Positif
"Vaksin Dan Disiplin Prokes Supaya Tercipta Herd Immunity Sehingga Rakyat Indonesia Dapat Beribadah Haji Dan Umroh Kembali

Vaksinsi Selamatkan Indonesia https://t.co/E4K07Dzhuw",Netral
@KambuIsir @JanissaryD_Last aku udh vaksin 😐😐,Netral
"RT @__Sridiana_3va: Yuk bantu saya share dan isi survey, sbg bahan masukan utk pemerintah

Apa tanggapan saudara mengenai vaksin Covid-19 d…",Netral
saya nak balik u bulan 10 nanti tapi saya tak vaksin lagi hm tak boleh nk dm mampu quote ja 🥺 https://t.co/TRQFzwOWr3,Positif
"RT @akif_basri: Antivaks be like:

“Tengoklah nanti lagi 20, 30 tahun lagi.. akan nampak kesan buruk vaksin”

Anything bad that will happen…",Negatif
"@marlina_idha Heeem...yakin ikhlas... kebetulan saya kemarin bawa penumpang ke tempat vaksin saya ngobrol : mau vaksin mbak, ga bang saya relawannya, kalo relawan dibayar ga mbak, dia jawab ya dibayar lah bang kalo ga siapa yg mau. 🙏🙏asli obrolan ojol dan penumpang.",Positif
"RT @HishammuddinH2O: Alhamdulillah, 🇲🇾 Malaysia bakal peroleh 1 JUTA DOS VAKSIN secara percuma sumbangan 🇦🇪 Emiriah Arab Bersatu 🤲🏻 Tahun l…",Positif
RT @Melody13149: Mungkin terjadi hnya di Negri kita dah tau didpan mata org kejang habis di vaksin masih pd antri…,Negatif
@infojakarta Di China .... Malah disuruh hentikan vaksin (ET NEWS) karena malah menimbulkan varian baru,Positif
"Bersabarlah yg walkin vaksin di SICC tu. My friend awal pagi datang sudah bersasak-sasak, ribut",Positif
"RT @KotakuKL: Vaksinasi secara walk-in di Lembah Klang akan bermula esok, 2 Ogos di Pusat Pemberian Vaksin (PPV) yang disenaraikan. 

Swipe…",Netral
gw mimpi vaksin sama sinb hhhhh,Netral
"RT @gheajhanaLe: Mukidi tak mau Lockdown Karena gak Bisa Ngasih Makan Rakyatnya.🤔
Akhirnya di lockdown Negara"" Lain .🤭
Harga Diri Sudah Tak…",Netral
Yuk vaksin biar bisa masuk mall setidaknya 🤧,Negatif
Kesel banget. Gw udah sebulanan ga keluar. Keluar juga kalo mau belanja atau beli makan. Gw udah vaksin dua kali juga. Tapi masih takut nongkrong2 ga penting d tempat rame. Pantesan ni pandemi ga kelar2 di Indon. Orang2 otaknya ditarok di dengkul.,Negatif
"RT @ouhnesss: Masa bulan 6, hari hari kes kat Labuan 100+. Lepas 80% dewasa dapat vaksin, kes kat Labuan harini 0. Please everyone pergilah…",Positif
@bertanyarl Perasaan vaksin sama-sama baik dah yang beda paling cuman efeknya aja,Positif
Cah info vaksin kedua dong,Netral
"@bertanyarl hmm nenekku punya riwayat penyakit tp disarankan vaksin sm dokternya, dpt astra juga
yg dosis 1 efek cuma lemes2 aja , yg ke2 rada meriang. aku malah proud bgt sm beliau, yg penting kalo ada apa2 langsung bilang sm dokter",Positif
"Yang penting kewajiban sbg anak bangsa hidup sehat sdh di vaksin, kalau ke mall hrs PCR berbayar, gk ush masuk mall lg an gak bakalan ke beli, bertahan dg kondisi skrg aja udh Alhamdulillah Puji tuhan..

Gw masuk pasar liat2 barang bekas aja dah girang amat..😀",Positif
"@sociotalker @BiLLYKHAERUDIN Alhamdullilah, Republik Hompimpah kalo kata haye 😁
Vaksinnya bayar, tapi tetep terbaik walau antri 

https://t.co/4oMVg574WD",Positif
"lock down start Mac 2020.
vaksin 1st dos June 2021
2nd dose August 2021

latest swab test(14/8/21)
-ve

bersyukur sepanjang pandemik tak pernah +ve.
untuk menjadi renungan(diri sendiri)
betapa
rezeki Tuhan itu bukan sahaja dari segi kekayaan semata2.
jangan pernah berhenti berdoa",Negatif
"RT @RinduSyariahid: #KomentarPolitik

Melawan Virus dengan Vaksin, Tapi Kok Malah Berkerumun?

Oleh : Ummu Abdurrahman

Selengkapnya di htt…",Netral
@seleksicpnspupr min klo buat tes SKD nanti peserta harus udah di vaksin gak ya man ?,Netral
@rorotarita Hai Kak. Bagi Pelanggan ingin menggunakan layanan Transjakarta cukup menunjukan Sertifikat Vaksin. Terima kasih ^RA,Netral
Jangan paksa sia ambik vaksin.....its against my human rights....dia bilang.....🤣 https://t.co/hfVKdNBNrq,Netral
"RT @normiswary: DAP tidak ada dlm Kerajaan, tp kalian:
• Derhaka titah YDPA
• Kelirukan dewan rakyat (baca:bohong)
• Darurat politik nak se…",Netral
"@bogorkab Min mau tau info vaksin daerah gunung putri dan Citeureup dong, susah bgt dapat infonya ,sekalinya tau sudah penuh kuotanya",Positif
@txtdarimujigaeh @afrkml @bertanyarl saya vaksin astra zeneca efeknya cuma demam 1 hari,Netral
Vaksin pun sampai sudah tak dapat nak claim macam mana ????? https://t.co/DNpvVqhyOe,Positif
"RT @iamaminidris: Saper ambil vaksin, dia hamba Dajjal, ejen Yahudi. Mufti2 ni ulama' jahat. Ikut telunjuk WHO sambil petik Quran Hadith

B…",Negatif
"Serat Sisal / Serat Sisalana Agave / Serat Nanas / Agave Sisalana Warna Coklat 100% Natural untuk bahan kerajinan seharga Rp50.000 di Shopee! https://t.co/p35jGls5Xm

#bniquiz #Jokowi404NotFound Pogba Arsenal Brentford Sunny Faldo BPIP Old Trafford Sancho vaksin tuntaskan pandemi https://t.co/57gkcOURGR",Positif
"RT @HausofHilton: Siapa Siapa yang tak dapat lagi vaksin kat lembah Klang , walk in la sekarang ikut senarai di bawah. https://t.co/dMwRL5J…",Negatif
boleh ga si klo ga ngambil vaksin dosis kedua soalnya takut.....,Netral
"RT @InSrikandi_____: 2. 
Beberapa negara menolak vaksin Sinovac termasuk Arab Saudi. 

Sehingga WNI yang sudah divaksin Sinovac tidak diter…",Netral
RT @OhMyPerlis: Bukan kita taktau ada kes orang luar mai cucuk vaksin kat Perlis. 😏 https://t.co/NfhKgtQnk3,Netral
@HanTaeJhones Bisa kokkk kmrn aku nelpon pas vaksin pertama,Positif
"@PT_Transjakarta Pagii minn..  Apakahh untuk naik busway masih perlu SPRT, atau hanya surat Vaksin saja?",Netral
"@cherriyy_ Makanya kaget pas screening vaksin tensiku bagus 🤣 udah deg2an sampe denyut nadi 150

Kebanyakan tidur jadi ga kepengen ngemil",Netral
